------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
                10.6,                  0.2
                10.7,                  0.2
                10.8,                  0.2
                10.9,                  0.2
                  11,                  0.2
                11.1,                  0.2
                11.2,                  0.2
                11.3,                  0.2
                11.4,                  0.2
                11.5,                  0.2
                11.6,                  0.2
                11.7,                  0.2
                11.8,                  0.2
                11.9,                  0.2
                  12,                  0.2
                12.1,                  0.2
                12.2,                  0.2
                12.3,                  0.2
                12.4,                  0.2
                12.5,                  0.2
                12.6,                  0.2
                12.7,                  0.2
                12.8,                  0.2
                12.9,                  0.2
                  13,                  0.2
                13.1,                  0.2
                13.2,                  0.2
                13.3,                  0.2
                13.4,                  0.2
                13.5,                  0.2
                13.6,                  0.2
                13.7,                  0.2
                13.8,                  0.2
                13.9,                  0.2
                  14,                  0.2
                14.1,                  0.2
                14.2,                  0.2
                14.3,                  0.2
                14.4,                  0.2
                14.5,                  0.2
                14.6,                  0.2
                14.7,                  0.2
                14.8,                  0.2
                14.9,                  0.2
                  15,                  0.2
                15.1,                  0.2
                15.2,                  0.2
                15.3,                  0.2
                15.4,                  0.2
                15.5,                  0.2
                15.6,                  0.2
                15.7,                  0.2
                15.8,                  0.2
                15.9,                  0.2
                  16,                  0.2
                16.1,                  0.2
                16.2,                  0.2
                16.3,                  0.2
                16.4,                  0.2
                16.5,                  0.2
                16.6,                  0.2
                16.7,                  0.2
                16.8,                  0.2
                16.9,                  0.2
                  17,                  0.2
                17.1,                  0.2
                17.2,                  0.2
                17.3,                  0.2
                17.4,                  0.2
                17.5,                  0.2
                17.6,                  0.2
                17.7,                  0.2
                17.8,                  0.2
                17.9,                  0.2
                  18,                  0.2
                18.1,                  0.2
                18.2,                  0.2
                18.3,                  0.2
                18.4,                  0.2
                18.5,                  0.2
                18.6,                  0.2
                18.7,                  0.2
                18.8,                  0.2
                18.9,                  0.2
                  19,                  0.2
                19.1,                  0.2
                19.2,                  0.2
                19.3,                  0.2
                19.4,                  0.2
                19.5,                  0.2
                19.6,                  0.2
                19.7,                  0.2
                19.8,                  0.2
                19.9,                  0.2
                  20,                  0.2
                20.1,                  0.2
                20.2,                  0.2
                20.3,                  0.2
                20.4,                  0.2
                20.5,                  0.2
                20.6,                  0.2
                20.7,                  0.2
                20.8,                  0.2
                20.9,                  0.2
                  21,                  0.2
                21.1,                  0.2
                21.2,                  0.2
                21.3,                  0.2
                21.4,                  0.2
                21.5,                  0.2
                21.6,                  0.2
                21.7,                  0.2
                21.8,                  0.2
                21.9,                  0.2
                  22,                  0.2
                22.1,                  0.2
                22.2,                  0.2
                22.3,                  0.2
                22.4,                  0.2
                22.5,                  0.2
                22.6,                  0.2
                22.7,                  0.2
                22.8,                  0.2
                22.9,                  0.2
                  23,                  0.2
                23.1,                  0.2
                23.2,                  0.2
                23.3,                  0.2
                23.4,                  0.2
                23.5,                  0.2
                23.6,                  0.2
                23.7,                  0.2
                23.8,                  0.2
                23.9,                  0.2
                  24,                  0.2
                24.1,                  0.2
                24.2,                  0.2
                24.3,                  0.2
                24.4,                  0.2
                24.5,                  0.2
                24.6,                  0.2
                24.7,                  0.2
                24.8,                  0.2
                24.9,                  0.2
                  25,                  0.2
                25.1,                  0.2
                25.2,                  0.2
                25.3,                  0.2
                25.4,                  0.2
                25.5,                  0.2
                25.6,                  0.2
                25.7,                  0.2
                25.8,                  0.2
                25.9,                  0.2
                  26,                  0.2
                26.1,                  0.2
                26.2,                  0.2
                26.3,                  0.2
                26.4,                  0.2
                26.5,                  0.2
                26.6,                  0.2
                26.7,                  0.2
                26.8,                  0.2
                26.9,                  0.2
                  27,                  0.2
                27.1,                  0.2
                27.2,                  0.2
                27.3,                  0.2
                27.4,                  0.2
                27.5,                  0.2
                27.6,                  0.2
                27.7,                  0.2
                27.8,                  0.2
                27.9,                  0.2
                  28,                  0.2
                28.1,                  0.2
                28.2,                  0.2
                28.3,                  0.2
                28.4,                  0.2
                28.5,                  0.2
                28.6,                  0.2
                28.7,                  0.2
                28.8,                  0.2
                28.9,                  0.2
                  29,                  0.2
                29.1,                  0.2
                29.2,                  0.2
                29.3,                  0.2
                29.4,                  0.2
                29.5,                  0.2
                29.6,                  0.2
                29.7,                  0.2
                29.8,                  0.2
                29.9,                  0.2
                  30,                  0.2
                30.1,                  0.2
                30.2,                  0.2
                30.3,                  0.2
                30.4,                  0.2
                30.5,                  0.2
                30.6,                  0.2
                30.7,                  0.2
                30.8,                  0.2
                30.9,                  0.2
                  31,                  0.2
                31.1,                  0.2
                31.2,                  0.2
                31.3,                  0.2
                31.4,                  0.2
                31.5,                  0.2
                31.6,                  0.2
                31.7,                  0.2
                31.8,                  0.2
                31.9,                  0.2
                  32,                  0.2
                32.1,                  0.2
                32.2,                  0.2
                32.3,                  0.2
                32.4,                  0.2
                32.5,                  0.2
                32.6,                  0.2
                32.7,                  0.2
                32.8,                  0.2
                32.9,                  0.2
                  33,                  0.2
                33.1,                  0.2
                33.2,                  0.2
                33.3,                  0.2
                33.4,                  0.2
                33.5,                  0.2
                33.6,                  0.2
                33.7,                  0.2
                33.8,                  0.2
                33.9,                  0.2
                  34,                  0.2
                34.1,                  0.2
                34.2,                  0.2
                34.3,                  0.2
                34.4,                  0.2
                34.5,                  0.2
                34.6,                  0.2
                34.7,                  0.2
                34.8,                  0.2
                34.9,                  0.2
                  35,                  0.2

